Lot No.,Batch No.,Vm,t5
2021-07-23,21,40.3 ,2.41 
2021-07-23,23,40.4 ,2.58 
2021-07-23,25,40.0 ,2.59 
2021-07-23,27,40.1 ,3.00 
2021-07-27,1,41.6 ,2.58 
2021-07-27,3,40.4 ,3.02 
2021-07-27,5,41.1 ,2.51 
2021-07-27,7,40.9 ,3.31 
2021-07-27,9,41.6 ,2.56 
2021-07-27,11,41.2 ,3.04 
2021-07-27,13,41.4 ,3.40 
2021-07-27,15,41.2 ,3.02 
2021-07-27,17,40.8 ,3.04 
2021-07-27,19,41.1 ,3.01 
2021-07-27,21,41.0 ,3.01 
2021-07-27,23,40.8 ,3.02 
2021-07-28,1,40.1 ,2.58 
2021-07-28,3,38.7 ,3.05 
2021-07-28,5,40.0 ,3.08 
2021-07-28,7,39.5 ,3.04 
2021-07-28,9,39.7 ,3.06 
2021-07-28,11,39.5 ,3.02 
2021-07-28,13,39.9 ,3.01 
2021-07-28,15,39.5 ,3.01 
2021-07-28,17,39.1 ,3.08 
2021-07-28,19,39.4 ,2.57 
2021-07-28,21,42.6 ,2.36 
2021-07-28,23,42.0 ,2.56 
2021-07-28,25,42.2 ,2.57 
2021-07-28,27,42.7 ,2.49 
2021-07-28,29,41.2 ,3.18 
2021-07-28,31,40.0 ,3.07 
2021-07-28,33,40.1 ,3.02 
2021-07-28,35,40.8 ,2.59 
2021-07-28,37,41.0 ,2.59 
2021-07-28,39,40.9 ,3.02 
2021-07-28,41,40.3 ,3.10 
2021-07-28,43,41.1 ,3.01 
2021-07-28,45,41.0 ,3.04 
2021-08-06,1,40.6 ,2.52 
2021-08-06,3,41.0 ,2.52 
2021-08-06,5,41.4 ,2.48 
2021-08-06,7,42.6 ,2.43 
2021-08-06,9,41.6 ,2.51 
2021-08-06,11,42.2 ,2.52 
2021-08-06,13,42.8 ,2.46 
2021-08-06,15,42.6 ,2.43 
2021-08-06,17,42.1 ,2.42 
2021-08-06,19,41.9 ,3.13 
2021-08-06,21,41.3 ,3.00 
2021-08-06,23,41.6 ,3.10 
2021-08-06,25,41.6 ,3.21 
2021-08-06,27,41.6 ,2.51 
2021-08-06,29,41.9 ,2.44 
2021-08-06,31,40.6 ,2.57 
2021-08-06,33,41.8 ,2.44 
2021-08-06,35,41.4 ,2.58 
2021-08-06,37,41.9 ,2.53 
2021-08-06,39,42.6 ,3.03 
2021-08-06,41,42.6 ,3.21 
2021-08-06,43,42.4 ,2.47 
2021-08-06,45,42.4 ,2.49 
2021-08-06,47,42.4 ,2.44 
2021-08-06,49,42.6 ,2.43 
2021-08-06,51,42.9 ,2.40 
2021-08-06,53,42.4 ,2.49 
2021-08-06,55,42.1 ,2.54 
2021-08-06,57,42.4 ,2.48 
2021-08-06,59,42.6 ,2.44 
2021-08-07,1,43.0 ,2.43 
2021-08-07,3,41.2 ,2.51 
2021-08-07,5,42.5 ,2.57 
2021-08-07,7,41.8 ,2.49 
2021-08-07,9,41.8 ,2.44 
2021-08-07,11,42.4 ,2.47 
2021-08-07,13,41.7 ,2.47 
2021-08-07,15,41.6 ,2.51 
2021-08-07,17,41.9 ,2.59 
2021-08-07,19,43.2 ,2.38 
2021-08-07,21,42.3 ,2.55 
2021-08-07,23,41.9 ,2.52 
2021-08-07,25,41.6 ,2.49 
2021-08-07,27,41.5 ,2.52 
2021-08-10,1,40.1 ,3.09 
2021-08-10,3,40.5 ,3.19 
2021-08-10,5,40.1 ,2.58 
2021-08-10,7,40.5 ,2.54 
2021-08-10,9,40.7 ,2.56 
2021-08-10,11,40.3 ,2.58 
2021-08-10,13,40.6 ,2.49 
2021-08-10,15,41.1 ,2.51 
2021-08-10,17,40.9 ,2.54 
2021-08-10,19,43.1 ,2.46 
2021-08-10,21,40.4 ,3.11 
2021-08-10,23,40.5 ,3.00 
2021-08-10,25,39.9 ,3.05 
2021-08-10,27,39.7 ,3.10 
2021-08-10,29,40.1 ,2.57 
2021-08-10,31,40.2 ,3.10 
2021-08-10,33,40.9 ,3.02 
2021-08-10,35,40.8 ,3.06 
2021-08-11,1,39.8 ,3.12 
2021-08-11,3,40.2 ,3.06 
2021-08-11,5,40.4 ,3.19 
2021-08-11,7,40.6 ,3.31 
2021-08-11,9,40.3 ,3.03 
2021-08-11,11,41.0 ,2.43 
2021-08-11,13,40.4 ,3.38 
2021-08-11,15,40.8 ,3.39 
2021-08-11,17,40.8 ,3.00 
2021-08-11,19,41.0 ,2.58 
2021-08-11,21,41.9 ,2.39 
2021-08-11,23,40.3 ,3.10 
2021-08-11,25,40.1 ,3.02 
2021-08-11,27,41.6 ,2.56 
2021-08-12,1,40.8 ,2.58 
2021-08-12,3,41.1 ,2.58 
2021-08-12,5,40.8 ,2.59 
2021-08-12,7,40.4 ,2.56 
2021-08-12,9,40.8 ,2.55 
2021-08-12,11,40.9 ,2.54 
2021-08-12,13,41.8 ,3.24 
2021-08-12,15,41.8 ,3.03 
2021-08-12,17,42.7 ,2.46 
2021-08-17,1,41.4 ,2.57 
2021-08-17,3,40.9 ,2.54 
2021-08-17,5,41.1 ,2.47 
2021-08-17,7,41.8 ,2.48 
2021-08-17,9,41.7 ,2.45 
2021-08-17,11,41.7 ,2.45 
2021-08-17,13,42.1 ,2.49 
2021-08-17,15,42.3 ,2.41 
2021-08-17,17,41.2 ,2.50 
2021-08-17,19,43.1 ,2.46 
2021-08-17,21,43.7 ,3.06 
2021-08-17,23,44.5 ,2.34 
2021-08-17,25,45.0 ,2.47 
2021-08-17,27,44.8 ,2.34 
2021-08-17,29,44.6 ,3.01 
2021-08-17,31,43.5 ,2.48 
2021-08-17,33,44.4 ,2.39 
2021-08-17,35,44.8 ,2.38 
2021-08-17,37,44.1 ,2.36 
2021-08-17,39,42.6 ,2.47 
2021-08-19,1,42.8 ,2.45 
2021-08-19,3,42.2 ,2.43 
2021-08-19,5,42.8 ,2.38 
2021-08-19,7,42.0 ,2.41 
2021-08-19,9,42.0 ,2.53 
2021-08-19,11,43.1 ,3.12 
2021-08-20,1,43.3 ,2.46 
2021-08-20,3,42.5 ,2.41 
2021-08-20,5,42.5 ,2.46 
2021-08-20,7,42.4 ,2.48 
2021-08-20,9,41.4 ,2.56 
2021-08-20,11,41.8 ,2.45 
2021-08-20,13,42.3 ,2.51 
2021-08-20,15,42.1 ,2.49 
2021-08-20,17,42.2 ,3.08 
2021-08-20,19,42.2 ,2.43 
2021-08-20,21,41.7 ,2.55 
2021-08-20,23,41.0 ,2.53 
2021-08-20,25,41.4 ,2.53 
2021-08-20,27,40.6 ,3.03 
2021-08-20,29,41.9 ,2.47 
2021-08-20,31,41.7 ,2.51 
2021-08-20,33,43.0 ,2.42 
2021-08-20,35,42.7 ,2.48 
2021-08-22,1,40.9 ,2.43 
2021-08-22,3,41.4 ,2.51 
2021-08-22,5,39.6 ,2.55 
2021-08-22,7,39.7 ,2.58 
2021-08-22,9,39.8 ,2.53 
2021-08-22,11,41.6 ,2.48 
2021-08-22,13,39.6 ,2.48 
2021-08-22,15,40.4 ,2.43 
2021-08-22,17,40.6 ,2.43 
2021-08-22,19,40.1 ,2.46 
2021-08-22,21,40.6 ,3.00 
2021-08-22,23,39.7 ,2.59 
2021-08-22,25,39.6 ,3.05 
2021-08-22,27,39.7 ,2.56 
2021-08-22,29,43.0 ,3.03 
2021-08-22,31,40.0 ,2.51 
2021-08-22,33,39.8 ,2.54 
2021-08-22,35,41.6 ,2.44 
2021-08-22,37,41.1 ,2.47 
2021-08-22,39,40.6 ,2.50 
2021-08-24,1,41.8 ,2.58 
2021-08-24,3,40.8 ,3.02 
2021-08-24,5,41.1 ,3.06 
2021-08-24,7,41.3 ,2.55 
2021-08-24,9,41.6 ,3.20 
2021-08-24,11,41.6 ,3.00 
2021-08-24,13,42.2 ,2.56 
2021-08-24,15,43.1 ,2.50 
2021-08-24,17,42.9 ,2.50 
2021-08-24,19,42.7 ,2.50 
2021-08-24,21,41.5 ,3.19 
2021-08-24,23,40.9 ,3.06 
2021-08-24,25,41.2 ,3.04 
2021-08-24,27,41.9 ,2.55 
2021-08-24,29,42.3 ,2.51 
2021-08-24,31,41.3 ,2.47 
2021-08-24,33,41.7 ,2.58 
2021-08-24,35,42.1 ,2.50 
2021-08-25,1,41.0 ,2.44 
2021-08-25,3,42.2 ,2.35 
2021-08-25,5,40.0 ,2.54 
2021-08-25,7,40.2 ,2.50 
2021-08-25,9,41.2 ,2.45 
2021-08-25,11,41.5 ,2.46 
2021-08-25,13,40.8 ,2.54 
2021-08-25,15,40.3 ,2.55 
2021-08-25,17,40.2 ,2.53 
2021-08-25,19,40.6 ,2.44 
2021-08-25,21,40.5 ,3.03 
2021-08-25,23,40.9 ,3.03 
2021-08-25,25,41.3 ,2.48 
2021-08-25,27,40.5 ,2.47 
2021-08-25,29,40.8 ,2.47 
2021-08-26,1,43.8 ,2.39 
2021-08-26,3,42.9 ,3.18 
2021-08-26,5,40.6 ,2.55 
2021-08-26,7,40.9 ,2.36 
2021-08-26,9,39.8 ,2.51 
2021-08-26,11,40.8 ,2.45 
2021-08-26,13,39.9 ,2.52 
2021-08-26,15,39.9 ,2.50 
2021-08-26,17,39.3 ,3.01 
2021-08-26,19,40.2 ,2.55 
2021-08-26,21,40.2 ,3.23 
2021-08-26,23,41.1 ,2.47 
2021-08-27,1,40.0 ,3.07 
2021-08-27,3,40.3 ,3.01 
2021-08-27,5,40.3 ,2.59 
2021-08-27,7,39.8 ,3.07 
2021-08-27,9,40.8 ,3.32 
2021-08-27,11,41.2 ,3.01 
2021-08-27,13,40.6 ,2.57 
2021-08-27,15,40.3 ,3.04 
2021-08-27,17,40.4 ,3.00 
2021-08-27,19,40.0 ,3.00 
2021-08-27,21,40.6 ,2.58 
2021-08-27,23,40.2 ,3.01 
2021-08-27,25,39.8 ,3.02 
2021-08-27,27,39.6 ,3.04 
2021-08-27,29,40.5 ,2.58 
2021-08-27,31,41.2 ,2.44 
2021-08-27,33,40.1 ,2.52 
2021-08-27,35,39.0 ,3.09 
2021-08-27,37,39.4 ,3.04 
2021-08-27,39,39.3 ,3.09 
2021-08-27,41,39.4 ,3.12 
2021-08-27,43,39.2 ,3.06 
2021-08-27,45,39.2 ,3.09 
2021-08-27,47,39.4 ,3.06 
2021-09-01,1,41.2 ,2.59 
2021-09-01,3,41.4 ,3.01 
2021-09-01,5,42.0 ,3.02 
2021-09-01,7,43.2 ,2.49 
2021-09-01,9,42.6 ,2.56 
2021-09-01,11,42.5 ,2.56 
2021-09-01,13,42.6 ,2.57 
2021-09-01,15,43.0 ,2.54 
2021-09-01,17,43.4 ,3.01 
2021-09-01,19,43.2 ,2.46 
2021-09-01,21,42.8 ,3.01 
2021-09-01,23,42.8 ,2.47 
2021-09-01,25,43.0 ,2.42 
2021-09-01,27,42.6 ,2.55 
2021-09-01,29,42.6 ,2.46 
2021-09-01,31,43.4 ,3.29 
2021-09-01,33,43.1 ,3.01 
2021-09-01,35,43.2 ,2.59 
2021-09-01,37,42.7 ,3.04 
2021-09-01,39,43.6 ,2.49 
2021-09-01,41,45.1 ,2.42 
2021-09-01,43,45.3 ,2.42 
2021-09-01,45,43.3 ,2.59 
2021-09-01,47,43.5 ,2.53 
2021-09-01,49,43.0 ,2.57 
2021-09-01,51,43.4 ,3.22 
2021-09-01,53,42.8 ,2.58 
2021-09-01,55,42.0 ,3.08 
2021-09-01,57,42.1 ,3.04 
2021-09-01,59,43.0 ,2.52 
2021-09-04,1,39.4 ,3.15 
2021-09-04,3,39.2 ,3.07 
2021-09-04,5,39.7 ,2.58 
2021-09-04,7,40.1 ,3.04 
2021-09-04,9,40.4 ,3.03 
2021-09-04,11,40.6 ,3.01 
2021-09-04,13,40.3 ,2.58 
2021-09-04,15,40.1 ,2.59 
2021-09-04,17,39.5 ,3.01 
2021-09-04,19,39.6 ,3.01 
2021-09-04,21,41.2 ,2.56 
2021-09-04,23,41.3 ,2.52 
2021-09-04,25,41.4 ,2.55 
2021-09-04,27,41.7 ,2.57 
2021-09-04,29,42.1 ,2.57 
2021-09-04,31,42.1 ,2.55 
2021-09-04,33,41.4 ,3.01 
2021-09-04,35,41.7 ,2.58 
2021-09-04,37,42.1 ,2.54 
2021-09-04,39,42.5 ,2.51 
2021-09-04,41,41.4 ,3.11 
2021-09-04,43,41.7 ,3.06 
2021-09-04,45,41.7 ,3.13 
2021-09-04,47,41.7 ,2.54 
2021-09-04,49,41.5 ,2.58 
2021-09-04,51,42.1 ,2.56 
2021-09-04,53,41.2 ,3.01 
2021-09-08,1,40.8 ,3.16 
2021-09-08,3,40.9 ,3.11 
2021-09-08,5,40.9 ,3.11 
2021-09-08,7,41.2 ,3.08 
2021-09-08,9,41.2 ,3.05 
2021-09-08,11,41.4 ,3.04 
2021-09-08,13,40.9 ,3.05 
2021-09-08,15,41.8 ,3.02 
2021-09-08,17,41.8 ,3.03 
2021-09-10,1,41.4 ,3.04 
2021-09-10,3,40.8 ,3.12 
2021-09-10,5,41.2 ,3.04 
2021-09-10,7,41.0 ,3.10 
2021-09-10,9,40.0 ,3.03 
2021-09-10,11,39.7 ,3.10 
2021-09-10,13,40.1 ,3.27 
2021-09-10,15,39.6 ,3.13 
2021-09-10,17,39.5 ,3.18 
2021-09-10,19,40.1 ,3.20 
2021-09-10,21,39.8 ,3.20 
2021-09-10,23,40.0 ,3.34 
2021-09-10,25,40.1 ,3.14 
2021-09-10,27,40.3 ,3.31 
2021-09-10,29,40.3 ,3.02 
2021-09-10,31,39.9 ,3.15 
2021-09-10,33,40.5 ,3.05 
2021-09-10,35,40.8 ,3.08 
2021-09-10,37,41.6 ,3.15 
2021-09-10,39,40.7 ,3.11 
2021-09-14,1,40.4 ,3.06 
2021-09-14,3,38.3 ,3.17 
2021-09-14,5,39.7 ,3.09 
2021-09-14,7,40.5 ,3.40 
2021-09-14,9,40.5 ,3.09 
2021-09-14,11,39.9 ,3.03 
2021-09-14,13,39.9 ,3.13 
2021-09-14,15,39.9 ,3.17 
2021-09-14,17,39.6 ,3.14 
2021-09-14,19,39.9 ,3.04 
2021-09-14,21,40.3 ,3.11 
2021-09-14,23,40.3 ,3.11 
2021-09-14,25,40.5 ,3.31 
2021-09-14,27,39.8 ,3.08 
2021-09-14,29,39.7 ,3.26 
2021-09-14,31,39.4 ,3.08 
2021-09-14,33,40.3 ,3.06 
2021-09-14,35,40.2 ,3.06 
2021-09-14,37,40.1 ,3.01 
2021-09-14,39,40.3 ,3.01 
2021-09-14,41,39.5 ,3.09 
2021-09-14,43,39.4 ,3.01 
2021-09-14,45,38.9 ,3.05 
2021-09-15,1,38.6 ,3.13 
2021-09-15,3,38.6 ,3.11 
2021-09-15,5,39.7 ,3.15 
2021-09-15,7,40.2 ,3.11 
2021-09-15,9,39.9 ,3.01 
2021-09-15,11,39.4 ,3.12 
2021-09-15,13,39.5 ,3.11 
2021-09-15,15,40.1 ,3.11 
2021-09-15,17,41.7 ,3.31 
2021-09-15,19,41.0 ,3.13 
2021-09-15,21,39.9 ,3.26 
2021-09-15,23,40.1 ,3.07 
2021-09-15,25,40.1 ,3.10 
2021-09-15,27,40.2 ,3.06 
2021-09-15,29,40.2 ,3.09 
2021-09-21,1,40.6 ,3.35 
2021-09-21,3,40.0 ,3.13 
2021-09-21,5,40.5 ,3.35 
2021-09-21,7,40.9 ,3.37 
2021-09-21,9,40.6 ,3.11 
2021-09-21,11,40.9 ,3.06 
2021-09-21,13,40.6 ,3.00 
2021-09-21,15,40.5 ,3.22 
2021-09-21,17,39.5 ,3.25 
2021-09-23,1,40.2 ,3.08 
2021-09-23,3,40.0 ,3.10 
2021-09-23,5,39.5 ,3.08 
2021-09-25,1,41.8 ,3.03 
2021-09-25,3,41.0 ,3.12 
2021-09-25,5,41.0 ,3.11 
2021-09-25,7,41.1 ,3.10 
2021-09-25,9,40.8 ,3.08 
2021-09-25,11,41.4 ,3.06 
2021-09-25,13,40.7 ,3.16 
2021-09-25,15,40.8 ,3.06 
2021-09-25,17,40.6 ,3.03 
2021-09-25,19,41.3 ,2.53 
2021-09-25,21,42.1 ,3.00 
2021-09-25,23,40.9 ,3.10 
2021-09-25,25,40.7 ,3.07 
2021-09-25,27,40.1 ,3.07 
2021-09-25,29,40.2 ,3.08 
2021-09-25,31,40.5 ,3.09 
2021-09-25,33,41.0 ,3.04 
2021-10-04,1,39.5 ,3.06 
2021-10-04,3,39.5 ,3.13 
2021-10-04,5,39.6 ,3.12 
2021-10-04,7,39.3 ,3.07 
2021-10-04,9,39.7 ,3.37 
2021-10-04,11,39.9 ,3.07 
2021-10-04,13,40.1 ,3.05 
2021-10-04,15,40.1 ,3.14 
2021-10-04,17,40.1 ,3.07 
2021-10-04,19,38.3 ,3.24 
2021-10-04,21,40.2 ,3.11 
2021-10-04,23,40.8 ,3.08 
2021-10-04,25,40.4 ,3.10 
2021-10-04,27,40.6 ,3.11 
2021-10-04,29,40.8 ,3.10 
2021-10-04,31,40.8 ,3.12 
2021-10-04,33,40.6 ,3.16 
2021-10-04,35,41.8 ,3.23 
2021-10-04,37,41.8 ,3.03 
2021-10-04,39,42.1 ,3.46 
2021-10-04,41,40.8 ,3.18 
2021-10-04,43,40.7 ,3.16 
2021-10-04,45,40.6 ,3.08 
2021-10-04,47,41.1 ,3.09 
2021-10-05,1,40.8 ,3.08 
2021-10-05,3,40.6 ,3.07 
2021-10-05,5,40.7 ,3.06 
2021-10-05,7,41.0 ,2.55 
2021-10-05,9,40.5 ,3.08 
2021-10-05,11,41.2 ,3.08 
2021-10-05,13,40.4 ,3.11 
2021-10-05,15,41.0 ,3.01 
2021-10-05,17,39.7 ,3.13 
2021-10-05,19,40.2 ,3.17 
2021-10-06,1,40.5 ,3.15 
2021-10-06,3,39.9 ,3.20 
2021-10-06,5,39.7 ,3.11 
2021-10-06,7,40.0 ,3.14 
2021-10-06,9,40.2 ,3.11 
2021-10-06,11,40.7 ,3.01 
2021-10-06,13,40.6 ,3.05 
2021-10-06,15,40.9 ,3.11 
2021-10-06,17,41.1 ,3.03 
2021-10-06,19,40.5 ,3.13 
2021-10-06,21,39.9 ,3.19 
2021-10-06,23,40.7 ,3.02 
2021-10-06,25,40.2 ,3.01 
2021-10-06,27,40.1 ,2.59 
2021-10-06,29,39.7 ,3.09 
2021-10-06,31,40.3 ,3.11 
2021-10-06,33,40.3 ,3.07 
2021-10-06,35,40.3 ,3.03 
2021-10-06,37,40.0 ,3.11 
2021-10-06,39,40.3 ,3.06 
2021-10-08,1,40.8 ,3.21 
2021-10-08,3,39.8 ,3.22 
2021-10-08,5,39.7 ,3.22 
2021-10-08,7,39.7 ,3.23 
2021-10-08,9,40.3 ,3.23 
2021-10-08,11,40.3 ,3.16 
2021-10-08,13,40.2 ,3.09 
2021-10-08,15,40.7 ,3.06 
2021-10-08,17,39.7 ,3.10 
2021-10-08,19,39.5 ,3.10 
2021-10-08,21,39.8 ,3.23 
2021-10-08,23,39.4 ,3.13 
2021-10-08,25,39.8 ,3.19 
2021-10-08,27,39.8 ,3.15 
2021-10-08,29,39.4 ,3.12 
2021-10-08,31,39.5 ,3.14 
2021-10-08,33,39.3 ,3.14 
2021-10-08,35,39.5 ,3.06 
2021-10-08,37,39.0 ,3.17 
2021-10-08,39,39.5 ,3.10 
2021-10-08,41,39.6 ,3.12 
2021-10-08,43,39.0 ,3.11 
2021-10-08,45,39.2 ,3.08 
2021-10-09,1,40.4 ,3.12 
2021-10-09,3,39.4 ,3.16 
2021-10-09,5,39.7 ,3.31 
2021-10-09,7,40.0 ,3.11 
2021-10-09,9,39.3 ,3.13 
2021-10-09,11,40.0 ,3.11 
2021-10-09,13,40.4 ,3.03 
2021-10-09,15,40.4 ,3.15 
2021-10-09,17,40.3 ,3.04 
2021-10-09,19,41.2 ,3.25 
2021-10-09,21,40.8 ,3.07 
2021-10-09,23,41.2 ,3.06 
2021-10-12,1,40.9 ,3.28 
2021-10-12,3,40.4 ,3.01 
2021-10-12,5,39.9 ,3.07 
2021-10-12,7,39.9 ,3.05 
2021-10-12,9,40.0 ,3.07 
2021-10-12,11,40.0 ,3.05 
2021-10-12,13,39.5 ,3.08 
2021-10-12,15,40.1 ,3.07 
2021-10-12,17,41.3 ,2.57 
2021-10-12,19,40.2 ,3.06 
2021-10-12,21,41.5 ,3.06 
2021-10-12,23,40.4 ,3.06 
2021-10-13,1,39.9 ,3.12 
2021-10-13,3,39.8 ,3.12 
2021-10-13,5,39.8 ,3.04 
2021-10-13,7,39.7 ,3.04 
2021-10-13,9,39.2 ,3.05 
2021-10-13,11,40.0 ,3.42 
2021-10-13,13,40.4 ,3.08 
2021-10-13,15,40.4 ,3.05 
2021-10-13,17,40.6 ,2.58 
2021-10-14,1,39.3 ,3.07 
2021-10-14,3,39.3 ,3.08 
2021-10-14,5,38.9 ,3.09 
2021-10-14,7,39.1 ,3.15 
2021-10-14,9,39.0 ,3.06 
2021-10-14,11,39.4 ,3.11 
2021-10-14,13,39.5 ,3.07 
2021-10-14,15,40.2 ,3.01 
2021-10-14,17,39.6 ,3.05 
2021-10-14,19,39.5 ,3.15 
2021-10-14,21,39.5 ,3.21 
2021-10-14,23,39.8 ,3.03 
2021-10-15,1,40.0 ,3.26 
2021-10-15,3,40.5 ,3.05 
2021-10-17,1,39.4 ,3.15 
2021-10-17,3,38.4 ,3.26 
2021-10-17,5,39.2 ,3.30 
2021-10-17,7,39.0 ,3.19 
2021-10-17,9,39.5 ,3.27 
2021-10-17,11,40.1 ,3.05 
2021-10-17,13,39.8 ,3.08 
2021-10-17,15,39.6 ,3.12 
2021-10-17,17,40.1 ,3.41 
2021-10-17,19,40.2 ,3.06 
2021-10-17,21,40.2 ,3.12 
2021-10-17,23,39.4 ,3.15 
2021-10-17,25,39.7 ,3.00 
2021-10-17,27,39.7 ,3.16 
2021-10-17,29,39.6 ,3.10 
2021-10-17,31,40.0 ,3.10 
2021-10-17,33,39.9 ,3.09 
2021-10-17,35,39.9 ,3.08 
2021-10-17,37,39.8 ,3.10 
2021-10-17,39,39.2 ,3.16 
2021-10-17,41,39.5 ,3.20 
2021-10-17,43,40.2 ,3.07 
2021-10-17,45,39.8 ,3.16 
2021-10-17,47,40.2 ,3.09 
2021-10-17,49,39.2 ,3.06 
2021-10-17,51,39.6 ,3.07 
2021-10-17,53,39.9 ,3.04 
2021-10-19,1,38.7 ,3.29 
2021-10-19,3,38.5 ,3.23 
2021-10-19,5,38.5 ,3.24 
2021-10-19,7,38.8 ,3.23 
2021-10-19,9,39.1 ,3.12 
2021-10-19,11,39.1 ,3.13 
2021-10-19,13,38.9 ,3.17 
2021-10-19,15,39.5 ,3.21 
2021-10-19,17,38.4 ,3.13 
2021-10-19,19,39.5 ,3.51 
2021-10-19,21,39.9 ,3.12 
2021-10-19,23,39.8 ,3.07 
2021-10-19,25,39.5 ,3.20 
2021-10-19,27,38.8 ,3.12 
2021-10-19,29,39.4 ,3.04 
2021-10-19,31,39.4 ,3.10 
2021-10-19,33,39.3 ,3.09 
2021-10-19,35,40.0 ,3.09 
2021-10-19,37,40.9 ,3.00 
2021-10-19,39,40.9 ,3.04 
2021-10-19,41,40.3 ,3.13 
2021-10-19,43,40.4 ,2.58 
2021-10-19,45,39.1 ,3.19 
2021-10-19,47,39.1 ,3.10 
2021-10-19,49,38.7 ,3.11 
2021-10-19,51,39.9 ,3.08 
2021-10-19,53,39.4 ,3.27 
2021-10-19,55,39.5 ,3.10 
2021-10-19,57,39.4 ,3.07 
2021-10-20,1,38.5 ,3.04 
2021-10-20,3,39.0 ,3.07 
2021-10-20,5,38.8 ,3.06 
2021-10-21,1,41.0 ,3.00 
2021-10-21,3,39.7 ,3.05 
2021-10-21,5,41.1 ,3.03 
2021-10-21,7,41.5 ,3.04 
2021-10-21,9,40.8 ,3.07 
2021-10-21,11,41.3 ,3.08 
2021-10-21,13,41.3 ,3.05 
2021-10-21,15,41.5 ,2.56 
2021-10-21,17,41.2 ,3.22 
2021-10-21,19,41.3 ,3.02 
2021-10-21,21,41.1 ,3.05 
2021-10-21,23,41.3 ,2.54 
2021-10-21,25,40.9 ,3.05 
2021-10-21,27,40.7 ,3.03 
2021-10-21,29,41.1 ,3.07 
2021-10-21,31,41.3 ,3.02 
2021-10-21,33,41.3 ,2.56 
2021-10-21,35,41.0 ,3.02 
2021-10-21,37,40.9 ,3.09 
2021-10-21,39,40.3 ,3.04 
2021-10-21,41,38.5 ,3.17 
2021-10-21,43,39.6 ,3.07 
2021-10-21,45,40.5 ,3.01 
2021-10-21,47,40.3 ,3.08 
2021-10-21,49,41.4 ,2.56 
2021-10-21,51,41.4 ,2.54 
2021-10-22,1,41.3 ,3.13 
2021-10-22,3,41.0 ,2.54 
2021-10-22,5,39.8 ,3.05 
2021-10-22,7,40.4 ,3.06 
2021-10-22,9,41.2 ,3.06 
2021-10-22,11,41.2 ,2.59 
2021-10-22,13,41.1 ,3.02 
2021-10-22,15,41.0 ,3.10 
2021-10-22,17,40.7 ,3.05 
2021-10-22,19,40.7 ,2.59 
2021-10-22,21,41.0 ,3.07 
2021-10-22,23,41.3 ,3.04 
2021-10-22,25,41.3 ,3.00 
2021-10-22,27,41.2 ,3.19 
2021-10-22,29,41.2 ,2.58 
2021-10-22,31,40.9 ,2.55 
2021-10-22,33,41.3 ,3.28 
2021-10-22,35,41.1 ,3.00 
2021-10-22,37,41.8 ,2.59 
2021-10-22,39,40.9 ,2.58 
2021-10-22,41,40.4 ,3.06 
2021-10-22,43,39.8 ,3.11 
2021-10-22,45,40.9 ,3.25 
2021-10-22,47,40.7 ,3.05 
2021-10-22,49,40.1 ,3.09 
