Lot No.,Batch No.,Vm,t5
2021-10-22,51,40.2 ,3.14 
2021-10-22,53,40.3 ,3.06 
2021-10-23,1,39.7 ,3.22 
2021-10-23,3,39.9 ,3.24 
2021-10-23,5,40.4 ,3.19 
2021-10-23,7,40.3 ,3.17 
2021-10-23,9,39.9 ,3.13 
2021-10-23,11,41.1 ,3.08 
2021-10-23,13,39.7 ,3.18 
2021-10-23,15,39.4 ,3.21 
2021-10-23,17,39.6 ,3.39 
2021-10-26,1,39.6 ,3.17 
2021-10-26,3,40.9 ,3.17 
2021-10-26,5,40.8 ,3.21 
2021-10-26,7,40.3 ,3.24 
2021-10-26,9,40.5 ,3.15 
2021-10-26,11,40.7 ,3.14 
2021-10-26,13,40.3 ,3.11 
2021-10-26,15,40.7 ,3.14 
2021-10-26,17,41.2 ,3.12 
2021-10-26,19,43.1 ,3.05 
2021-10-26,21,41.1 ,3.13 
2021-10-26,23,41.4 ,3.20 
2021-10-26,25,42.1 ,3.07 
2021-10-26,27,41.7 ,3.06 
2021-10-26,29,41.4 ,3.07 
2021-10-27,1,40.3 ,3.19 
2021-10-27,3,39.9 ,3.10 
2021-10-27,5,40.3 ,3.14 
2021-10-27,7,40.0 ,3.16 
2021-10-27,9,40.6 ,3.14 
2021-10-27,11,40.0 ,3.13 
2021-10-27,13,40.1 ,3.12 
2021-10-27,15,40.5 ,3.07 
2021-10-27,17,40.0 ,3.17 
2021-10-27,19,40.1 ,3.18 
2021-10-27,21,40.8 ,3.16 
2021-10-27,23,40.8 ,3.09 
2021-10-27,25,41.6 ,2.50 
2021-10-27,27,40.8 ,3.09 
2021-10-27,29,40.6 ,3.15 
2021-10-27,31,41.2 ,3.11 
2021-10-27,33,41.2 ,3.31 
2021-10-28,1,40.5 ,3.28 
2021-10-28,3,40.8 ,3.33 
2021-10-28,5,41.3 ,3.34 
2021-10-28,7,41.6 ,3.21 
2021-10-28,9,42.1 ,3.22 
2021-10-28,11,42.2 ,3.13 
2021-10-28,13,41.3 ,3.20 
2021-10-28,15,41.0 ,3.24 
2021-10-28,17,41.2 ,3.23 
2021-10-28,19,41.6 ,3.23 
2021-10-28,21,41.5 ,3.28 
2021-10-28,23,41.6 ,3.19 
2021-10-28,25,40.8 ,3.21 
2021-10-28,27,41.0 ,3.35 
2021-10-28,29,40.8 ,3.31 
2021-10-28,31,40.4 ,3.20 
2021-10-28,33,40.8 ,3.41 
2021-10-28,35,40.6 ,3.22 
2021-10-28,37,40.2 ,3.25 
2021-10-28,39,40.6 ,3.13 
2021-10-28,41,41.0 ,3.16 
2021-10-28,43,41.2 ,3.18 
2021-10-28,45,41.4 ,3.24 
2021-10-28,47,41.2 ,3.11 
2021-10-29,1,39.7 ,3.21 
2021-10-29,3,39.3 ,3.32 
2021-10-29,5,39.8 ,3.28 
2021-10-29,7,40.2 ,3.21 
2021-10-29,9,39.9 ,3.19 
2021-10-29,11,39.8 ,3.16 
2021-10-29,13,40.2 ,3.15 
2021-10-29,15,39.8 ,3.17 
2021-10-29,17,40.2 ,3.15 
2021-10-29,19,40.4 ,3.13 
2021-10-29,21,40.5 ,3.10 
2021-10-29,23,40.2 ,3.17 
2021-10-31,1,38.6 ,3.22 
2021-10-31,3,38.5 ,3.27 
2021-10-31,5,38.8 ,3.21 
2021-10-31,7,39.1 ,3.21 
2021-10-31,9,39.3 ,3.15 
2021-10-31,11,39.8 ,3.09 
2021-10-31,13,39.8 ,3.05 
2021-10-31,15,39.7 ,3.08 
2021-10-31,17,39.9 ,3.02 
2021-10-31,19,41.3 ,3.13 
2021-10-31,21,40.5 ,2.57 
2021-10-31,23,39.5 ,3.15 
2021-11-02,1,40.4 ,3.18 
2021-11-02,3,40.6 ,3.24 
2021-11-02,5,40.3 ,3.26 
2021-11-02,7,45.1 ,3.19 
2021-11-02,9,40.4 ,3.08 
2021-11-02,11,41.6 ,3.07 
2021-11-02,13,41.1 ,3.28 
2021-11-02,15,40.2 ,3.16 
2021-11-02,17,40.2 ,3.08 
2021-11-02,19,40.6 ,3.34 
2021-11-02,21,41.2 ,3.10 
2021-11-02,23,41.2 ,3.18 
2021-11-02,25,41.4 ,3.12 
2021-11-02,27,41.1 ,3.18 
2021-11-02,29,41.2 ,3.09 
2021-11-02,31,41.0 ,3.03 
2021-11-02,33,40.9 ,3.09 
2021-11-02,35,40.9 ,3.06 
2021-11-03,1,40.2 ,3.25 
2021-11-03,3,40.3 ,3.14 
2021-11-03,5,39.1 ,3.32 
2021-11-03,7,39.3 ,3.20 
2021-11-03,9,40.3 ,3.11 
2021-11-03,11,40.6 ,3.10 
2021-11-03,13,40.8 ,3.18 
2021-11-03,15,40.1 ,3.12 
2021-11-03,17,40.0 ,3.04 
2021-11-03,19,40.3 ,3.10 
2021-11-03,21,40.0 ,3.32 
2021-11-03,23,39.8 ,3.24 
2021-11-03,25,39.8 ,3.23 
2021-11-03,27,39.8 ,3.32 
2021-11-03,29,40.2 ,3.21 
2021-11-03,31,40.0 ,3.22 
2021-11-03,33,40.0 ,3.21 
2021-11-03,35,40.0 ,3.48 
2021-11-03,37,39.8 ,3.19 
2021-11-03,39,39.6 ,3.18 
2021-11-04,1,38.2 ,2.58 
2021-11-04,3,37.4 ,3.10 
2021-11-04,5,37.8 ,3.15 
2021-11-04,7,37.9 ,3.26 
2021-11-06,1,38.5 ,2.53 
2021-11-06,3,38.5 ,3.02 
2021-11-06,5,38.7 ,3.10 
2021-11-06,7,38.6 ,2.57 
2021-11-06,9,38.3 ,3.00 
2021-11-06,11,38.3 ,3.00 
2021-11-06,13,38.3 ,2.55 
2021-11-06,15,38.8 ,2.45 
2021-11-06,17,40.2 ,2.29 
2021-11-06,19,38.8 ,2.52 
2021-11-06,21,38.0 ,3.09 
2021-11-06,23,38.8 ,3.04 
2021-11-06,25,38.9 ,3.06 
2021-11-06,27,38.8 ,3.03 
2021-11-06,29,38.8 ,3.00 
2021-11-06,31,39.0 ,3.04 
2021-11-06,33,39.7 ,2.53 
2021-11-06,35,39.2 ,2.54 
2021-11-06,37,38.2 ,3.06 
2021-11-06,39,38.7 ,3.06 
2021-11-07,1,37.6 ,2.59 
2021-11-07,3,37.9 ,2.59 
2021-11-07,5,38.0 ,3.02 
2021-11-07,7,39.2 ,2.58 
2021-11-07,9,39.2 ,2.52 
2021-11-07,11,38.8 ,2.48 
2021-11-07,13,40.6 ,2.37 
2021-11-07,15,40.4 ,2.41 
2021-11-07,17,38.6 ,3.01 
2021-11-07,19,38.3 ,3.05 
2021-11-07,21,38.7 ,3.03 
2021-11-07,23,39.4 ,2.57 
2021-11-07,25,38.2 ,2.59 
2021-11-07,27,38.0 ,3.03 
2021-11-07,29,38.3 ,3.03 
2021-11-07,31,38.7 ,2.56 
2021-11-07,33,38.7 ,2.59 
2021-11-07,35,39.2 ,2.54 
2021-11-07,37,39.1 ,2.56 
2021-11-07,39,39.4 ,3.00 
2021-11-07,41,39.1 ,3.12 
2021-11-07,43,39.4 ,2.54 
2021-11-07,45,38.7 ,3.05 
2021-11-07,47,38.6 ,3.05 
2021-11-10,1,37.3 ,3.10 
2021-11-10,3,37.0 ,3.19 
2021-11-10,5,37.0 ,3.13 
2021-11-10,7,37.5 ,3.10 
2021-11-10,9,37.7 ,3.03 
2021-11-10,11,37.1 ,3.06 
2021-11-10,13,37.1 ,3.06 
2021-11-10,15,37.9 ,3.26 
2021-11-10,17,37.7 ,3.02 
2021-11-10,19,37.4 ,3.00 
2021-11-10,21,37.4 ,3.10 
2021-11-10,23,37.8 ,2.59 
2021-11-10,25,37.2 ,3.04 
2021-11-10,27,37.1 ,3.04 
2021-11-10,29,36.8 ,3.12 
2021-11-10,31,37.0 ,3.03 
2021-11-10,33,37.3 ,3.07 
2021-11-10,35,37.5 ,3.08 
2021-11-10,37,37.0 ,3.08 
2021-11-10,39,36.8 ,2.59 
2021-11-10,41,36.3 ,3.13 
2021-11-10,43,36.2 ,3.06 
2021-11-10,45,37.0 ,3.00 
2021-11-10,47,37.4 ,3.41 
2021-11-10,49,37.5 ,3.13 
2021-11-10,51,37.9 ,2.52 
2021-11-10,53,38.6 ,2.42 
2021-11-10,55,39.1 ,2.31 
2021-11-10,57,37.5 ,3.03 
2021-11-10,59,37.1 ,3.03 
2021-11-13,1,38.1 ,3.00 
2021-11-13,3,38.3 ,3.08 
2021-11-13,5,38.0 ,3.03 
2021-11-13,7,38.0 ,3.06 
2021-11-13,9,38.4 ,3.05 
2021-11-13,11,38.2 ,3.07 
2021-11-13,13,38.0 ,3.06 
2021-11-13,15,37.9 ,3.03 
2021-11-13,17,38.1 ,3.09 
2021-11-13,19,38.6 ,3.01 
2021-11-13,21,37.6 ,3.10 
2021-11-13,23,37.6 ,3.08 
2021-11-13,25,37.4 ,3.13 
2021-11-13,27,37.4 ,3.12 
2021-11-13,29,38.6 ,3.10 
2021-11-13,31,38.8 ,2.57 
2021-11-13,33,38.4 ,3.02 
2021-11-13,35,38.8 ,3.01 
2021-11-13,37,38.2 ,3.04 
2021-11-13,39,38.0 ,3.02 
2021-11-13,41,37.7 ,3.13 
2021-11-13,43,38.0 ,3.13 
2021-11-13,45,38.5 ,3.07 
2021-11-13,47,38.3 ,3.05 
2021-11-13,49,38.3 ,3.02 
2021-11-13,51,38.7 ,2.54 
2021-11-13,53,39.1 ,2.54 
2021-11-13,55,39.3 ,2.55 
2021-11-13,57,38.7 ,3.04 
2021-11-13,59,38.1 ,2.56 
2021-11-13,61,38.7 ,3.02 
2021-11-13,63,38.2 ,2.54 
2021-11-13,65,38.5 ,3.02 
2021-11-13,67,37.6 ,3.01 
2021-11-13,69,37.6 ,2.57 
2021-11-13,71,37.7 ,3.04 
2021-11-14,1,37.1 ,2.47 
2021-11-14,3,37.1 ,3.03 
2021-11-14,5,37.6 ,3.06 
2021-11-14,7,37.5 ,3.04 
2021-11-14,9,37.6 ,3.01 
2021-11-14,11,37.4 ,3.02 
2021-11-14,13,37.7 ,2.57 
2021-11-14,15,37.6 ,3.01 
2021-11-14,17,37.6 ,3.02 
2021-11-14,19,37.4 ,3.03 
2021-11-14,21,37.6 ,3.12 
2021-11-14,23,37.7 ,2.47 
2021-11-14,25,37.5 ,3.20 
2021-11-14,27,37.5 ,3.03 
2021-11-14,29,37.5 ,3.00 
2021-11-14,31,37.6 ,2.56 
2021-11-14,33,38.0 ,2.55 
2021-11-14,35,38.4 ,2.50 
2021-11-14,37,38.0 ,2.57 
2021-11-14,39,39.1 ,3.11 
2021-11-17,1,36.5 ,2.54 
2021-11-17,3,36.1 ,2.58 
2021-11-17,5,38.0 ,2.54 
2021-11-17,7,37.9 ,2.56 
2021-11-17,9,38.0 ,2.45 
2021-11-17,11,38.2 ,2.46 
2021-11-17,13,37.9 ,2.47 
2021-11-17,15,38.2 ,2.56 
2021-11-17,17,38.2 ,2.55 
2021-11-17,19,37.9 ,2.56 
2021-11-17,21,38.6 ,2.58 
2021-11-17,23,38.9 ,2.46 
2021-11-17,25,38.0 ,2.59 
2021-11-17,27,38.0 ,2.56 
2021-11-17,29,39.1 ,2.53 
2021-11-17,31,38.2 ,3.00 
2021-11-17,33,37.8 ,3.06 
2021-11-17,35,38.8 ,2.51 
2021-11-18,1,37.8 ,2.58 
2021-11-18,3,38.2 ,2.59 
2021-11-18,5,39.5 ,2.57 
2021-11-18,7,39.5 ,3.00 
2021-11-18,9,38.9 ,3.01 
2021-11-19,1,39.2 ,3.25 
2021-11-19,3,40.1 ,3.20 
2021-11-19,5,40.0 ,3.14 
2021-11-19,7,40.4 ,3.11 
2021-11-19,9,39.9 ,3.17 
2021-11-19,11,40.6 ,3.08 
2021-11-19,13,40.2 ,3.13 
2021-11-19,15,39.7 ,3.08 
2021-11-19,17,40.6 ,2.59 
2021-11-19,19,40.0 ,3.11 
2021-11-19,21,40.0 ,3.17 
2021-11-19,23,40.1 ,3.06 
2021-11-19,25,40.3 ,3.07 
2021-11-19,27,40.4 ,3.04 
2021-11-19,29,39.9 ,3.08 
2021-11-19,31,40.3 ,3.04 
2021-11-19,33,40.3 ,3.12 
2021-11-19,35,39.8 ,3.08 
2021-11-21,1,39.5 ,3.09 
2021-11-21,3,39.7 ,3.13 
2021-11-21,5,39.7 ,3.18 
2021-11-21,7,38.9 ,3.15 
2021-11-21,9,39.3 ,3.05 
2021-11-21,11,40.9 ,2.59 
2021-11-21,13,40.9 ,2.56 
2021-11-21,15,41.0 ,3.05 
2021-11-21,17,40.9 ,3.19 
2021-11-21,19,41.2 ,3.01 
2021-11-21,21,41.1 ,3.01 
2021-11-21,23,40.1 ,3.03 
2021-11-21,25,40.3 ,3.07 
2021-11-21,27,40.3 ,3.00 
2021-11-23,1,40.2 ,3.05 
2021-11-23,3,38.6 ,3.13 
2021-11-23,5,38.5 ,3.12 
2021-11-23,7,39.1 ,3.12 
2021-11-23,9,38.9 ,3.11 
2021-11-23,11,37.3 ,3.04 
2021-11-23,13,36.7 ,3.11 
2021-11-23,15,38.9 ,3.07 
2021-11-23,17,41.4 ,2.59 
2021-11-23,19,41.0 ,3.06 
2021-11-23,21,39.1 ,3.23 
2021-11-23,23,38.6 ,3.11 
2021-11-23,25,38.6 ,3.03 
2021-11-23,27,38.6 ,3.07 
2021-11-23,29,38.6 ,3.08 
2021-11-24,1,38.3 ,3.07 
2021-11-24,3,37.5 ,3.20 
2021-11-24,5,38.2 ,3.12 
2021-11-24,7,38.2 ,3.08 
2021-11-24,9,39.0 ,3.02 
2021-11-24,11,38.6 ,3.08 
2021-11-24,13,38.9 ,3.12 
2021-11-24,15,38.9 ,3.04 
2021-11-24,17,39.4 ,3.07 
2021-11-24,19,40.1 ,3.02 
2021-11-24,21,39.1 ,3.07 
2021-11-24,23,39.1 ,3.11 
2021-11-24,25,39.3 ,3.06 
2021-11-24,27,39.2 ,3.02 
2021-11-24,29,38.9 ,3.07 
2021-11-24,31,39.4 ,2.54 
2021-11-24,33,39.5 ,2.58 
2021-11-25,1,39.2 ,3.14 
2021-11-25,3,40.6 ,2.58 
2021-11-25,5,40.0 ,3.02 
2021-11-25,7,39.8 ,3.10 
2021-11-25,9,40.1 ,3.07 
2021-11-25,11,39.9 ,3.05 
2021-11-25,13,40.0 ,2.52 
2021-11-25,15,39.4 ,2.53 
2021-11-25,17,38.9 ,3.14 
2021-11-25,19,38.9 ,3.23 
2021-11-25,21,39.2 ,3.14 
2021-11-25,23,39.7 ,3.11 
2021-11-25,25,40.1 ,2.57 
2021-11-25,27,40.1 ,2.54 
2021-11-25,29,39.4 ,3.05 
2021-11-25,31,40.1 ,2.59 
2021-11-25,33,39.9 ,2.59 
2021-11-25,35,40.1 ,3.03 
2021-11-25,37,38.8 ,3.05 
2021-11-25,39,38.8 ,3.06 
2021-11-25,41,40.0 ,3.03 
2021-11-25,43,39.8 ,2.55 
2021-11-25,45,39.4 ,3.04 
2021-11-25,47,39.7 ,3.06 
2021-11-27,1,40.4 ,3.01 
2021-11-27,3,40.7 ,2.58 
2021-11-27,5,39.8 ,3.07 
2021-11-27,7,40.0 ,3.04 
2021-11-27,9,39.9 ,3.00 
2021-11-27,11,40.0 ,3.04 
2021-11-27,13,40.1 ,3.03 
2021-11-27,15,40.1 ,3.01 
2021-11-27,17,40.1 ,3.01 
2021-11-27,19,40.6 ,2.55 
2021-11-27,21,40.4 ,3.30 
2021-11-27,23,40.3 ,3.07 
2021-11-27,25,40.9 ,3.09 
2021-11-27,27,40.9 ,2.52 
2021-11-27,29,41.0 ,3.20 
2021-11-27,31,40.9 ,2.53 
2021-11-27,33,40.7 ,2.53 
2021-11-27,35,40.6 ,2.54 
2021-11-28,1,39.5 ,2.58 
2021-11-28,3,39.4 ,3.01 
2021-11-28,5,40.1 ,3.05 
2021-11-28,7,39.6 ,3.00 
2021-11-28,9,39.7 ,2.59 
2021-11-28,11,40.1 ,2.57 
2021-11-28,13,40.1 ,2.56 
2021-11-28,15,40.5 ,2.56 
2021-11-28,17,40.6 ,2.53 
2021-11-28,19,40.5 ,3.04 
2021-11-28,21,40.6 ,3.04 
2021-11-28,23,40.0 ,3.11 
2021-11-28,25,39.8 ,3.02 
2021-11-28,27,40.1 ,2.57 
2021-11-28,29,40.2 ,2.58 
2021-11-28,31,40.2 ,3.00 
2021-11-28,33,40.0 ,2.57 
2021-11-28,35,40.5 ,3.00 
2021-11-28,37,40.4 ,2.57 
2021-11-28,39,39.4 ,3.04 
2021-11-28,41,40.1 ,2.59 
2021-11-28,43,40.1 ,2.55 
2021-11-28,45,40.0 ,2.56 
2021-11-28,47,40.7 ,2.52 
2021-11-28,49,40.1 ,2.58 
2021-11-28,51,40.5 ,2.58 
2021-11-28,53,40.4 ,2.59 
2021-12-03,1,39.0 ,3.06 
2021-12-03,3,39.0 ,3.04 
2021-12-03,5,38.2 ,3.16 
2021-12-03,7,38.6 ,3.11 
2021-12-03,9,38.8 ,3.04 
2021-12-03,11,38.8 ,3.06 
2021-12-03,13,38.1 ,3.06 
2021-12-03,15,38.8 ,3.04 
2021-12-03,17,39.0 ,2.54 
2021-12-03,19,38.7 ,3.01 
2021-12-03,21,39.4 ,2.56 
2021-12-03,23,39.8 ,2.48 
2021-12-03,25,39.4 ,2.49 
2021-12-03,27,38.9 ,3.02 
2021-12-03,29,38.8 ,2.59 
2021-12-03,31,38.3 ,3.07 
2021-12-03,33,38.7 ,2.56 
2021-12-03,35,39.1 ,2.51 
2021-12-03,37,38.9 ,2.52 
2021-12-03,39,38.9 ,2.58 
2021-12-03,41,39.5 ,2.58 
2021-12-03,43,39.4 ,2.56 
2021-12-03,45,40.0 ,3.02 
2021-12-04,1,38.8 ,3.04 
2021-12-04,3,38.1 ,3.03 
2021-12-04,5,38.5 ,3.03 
2021-12-04,7,39.5 ,2.56 
2021-12-04,9,39.4 ,2.54 
2021-12-04,11,39.4 ,2.49 
2021-12-04,13,39.5 ,3.08 
2021-12-04,15,39.3 ,2.50 
2021-12-04,17,39.4 ,3.03 
2021-12-04,19,39.4 ,2.55 
2021-12-07,1,39.3 ,2.57 
2021-12-07,3,39.7 ,2.56 
2021-12-07,5,40.2 ,2.46 
2021-12-07,7,39.8 ,2.52 
2021-12-07,9,39.8 ,2.52 
2021-12-08,1,39.9 ,2.51 
2021-12-08,3,39.8 ,2.54 
2021-12-08,5,40.1 ,2.51 
2021-12-08,7,40.2 ,2.50 
2021-12-08,9,39.5 ,2.57 
2021-12-08,11,38.5 ,3.03 
2021-12-08,13,39.0 ,3.03 
2021-12-08,15,40.2 ,2.59 
2021-12-08,17,39.7 ,2.56 
2021-12-08,19,40.1 ,2.54 
2021-12-08,21,39.2 ,2.58 
2021-12-09,1,39.8 ,3.02 
2021-12-09,3,39.8 ,3.02 
2021-12-09,5,40.0 ,2.52 
2021-12-09,7,39.7 ,2.54 
2021-12-09,9,40.0 ,2.56 
2021-12-09,11,40.5 ,2.46 
2021-12-09,13,40.0 ,2.57 
2021-12-09,15,39.9 ,3.05 
2021-12-09,17,40.4 ,2.47 
2021-12-10,1,39.7 ,2.50 
2021-12-10,3,38.8 ,3.07 
2021-12-10,5,39.1 ,2.58 
2021-12-10,7,40.0 ,2.42 
2021-12-10,9,40.1 ,2.48 
2021-12-10,11,40.2 ,2.44 
2021-12-10,13,39.5 ,2.53 
2021-12-10,15,39.2 ,2.55 
2021-12-10,17,39.4 ,2.52 
2021-12-10,19,38.3 ,3.07 
2021-12-10,21,37.9 ,3.14 
2021-12-10,23,38.3 ,3.04 
2021-12-10,25,38.9 ,2.54 
2021-12-11,1,40.6 ,3.02 
2021-12-11,3,40.6 ,3.05 
2021-12-11,5,40.6 ,2.49 
2021-12-11,7,40.2 ,3.03 
2021-12-11,9,40.8 ,3.01 
2021-12-11,11,40.9 ,2.55 
2021-12-11,13,41.1 ,2.50 
2021-12-11,15,41.8 ,2.55 
2021-12-11,17,42.1 ,2.49 
2021-12-11,19,41.8 ,2.48 
2021-12-11,21,41.7 ,2.50 
2021-12-11,23,41.3 ,3.03 
2021-12-11,25,41.4 ,2.55 
2021-12-11,27,41.9 ,3.02 
2021-12-11,29,40.4 ,2.55 
2021-12-11,31,40.0 ,3.15 
2021-12-11,33,39.5 ,3.00 
2021-12-11,35,39.1 ,3.03 
2021-12-11,37,39.0 ,2.59 
2021-12-11,39,39.5 ,3.01 
2021-12-12,1,38.8 ,3.09 
2021-12-12,3,38.4 ,3.05 
2021-12-12,5,38.1 ,3.12 
2021-12-12,7,38.9 ,3.04 
2021-12-12,9,39.5 ,3.20 
2021-12-12,11,39.3 ,3.02 
2021-12-12,13,38.7 ,3.03 
2021-12-12,15,38.3 ,3.04 
2021-12-12,17,38.3 ,3.08 
2021-12-12,19,38.0 ,3.07 
2021-12-12,21,38.3 ,3.09 
2021-12-12,23,38.7 ,3.04 
2021-12-12,25,38.8 ,3.01 
2021-12-12,27,38.5 ,3.04 
2021-12-12,29,38.7 ,2.56 
2021-12-14,1,37.5 ,3.04 
2021-12-14,3,36.8 ,3.08 
2021-12-14,5,37.0 ,3.04 
2021-12-14,7,37.4 ,3.01 
2021-12-14,9,37.7 ,3.09 
2021-12-14,11,38.0 ,3.04 
2021-12-14,13,37.9 ,3.06 
2021-12-14,15,37.0 ,3.08 
2021-12-14,17,36.1 ,3.12 
2021-12-14,19,35.9 ,3.04 
2021-12-14,21,36.5 ,3.09 
2021-12-16,1,39.0 ,3.16 
2021-12-16,3,39.0 ,3.09 
2021-12-16,5,38.5 ,3.24 
2021-12-16,7,38.6 ,3.21 
2021-12-16,9,39.0 ,3.17 
2021-12-16,11,38.9 ,3.10 
2021-12-16,13,38.3 ,3.20 
2021-12-16,15,38.2 ,3.19 
2021-12-16,17,38.5 ,3.26 
2021-12-16,19,39.2 ,3.35 
2021-12-16,21,39.1 ,3.16 
2021-12-16,23,39.4 ,3.16 
2021-12-16,25,39.5 ,3.11 
2021-12-16,27,39.7 ,3.11 
2021-12-16,29,39.6 ,3.07 
2021-12-16,31,38.8 ,3.14 
2021-12-16,33,38.8 ,3.23 
2021-12-16,35,38.8 ,3.15 
2021-12-16,37,39.1 ,3.38 
2021-12-16,39,39.6 ,3.10 
2021-12-16,41,39.5 ,3.14 
2021-12-16,43,38.5 ,3.18 
2021-12-16,45,38.3 ,3.25 
2021-12-17,1,38.9 ,3.13 
2021-12-17,3,38.3 ,3.31 
2021-12-17,5,38.7 ,3.26 
2021-12-17,7,38.9 ,3.24 
2021-12-17,9,38.7 ,3.27 
2021-12-17,11,38.1 ,3.36 
2021-12-17,13,37.5 ,3.28 
2021-12-17,15,38.2 ,3.26 
2021-12-17,17,38.5 ,3.25 
2021-12-17,19,38.4 ,3.26 
2021-12-17,21,38.5 ,3.27 
2021-12-17,23,38.9 ,3.24 
2021-12-17,25,38.3 ,3.10 
2021-12-17,27,36.4 ,3.46 
2021-12-17,29,37.9 ,3.32 
2021-12-17,31,38.1 ,3.41 
2021-12-17,33,38.3 ,3.28 
2021-12-17,35,38.3 ,3.26 
2021-12-17,37,38.4 ,3.24 
2021-12-17,39,37.8 ,3.52 
2021-12-17,41,37.8 ,3.44 
2021-12-19,1,37.5 ,3.22 
2021-12-19,3,37.6 ,3.22 
2021-12-19,5,37.6 ,3.26 
2021-12-19,7,37.4 ,3.20 
2021-12-19,9,37.4 ,3.22 
2021-12-19,11,38.0 ,3.13 
2021-12-19,13,37.4 ,3.10 
2021-12-19,15,37.1 ,3.20 
2021-12-19,17,37.8 ,3.31 
2021-12-19,19,37.9 ,3.20 
2021-12-19,21,38.4 ,3.22 
2021-12-19,23,39.6 ,3.07 
2021-12-19,25,38.5 ,3.21 
2021-12-19,27,38.3 ,3.25 
2021-12-19,29,38.9 ,3.19 
2021-12-19,31,38.4 ,3.16 
2021-12-19,33,38.5 ,3.16 
2021-12-19,35,39.3 ,3.08 
2021-12-19,37,39.2 ,3.14 
2021-12-19,39,39.1 ,3.20 
2021-12-19,41,38.7 ,3.19 
2021-12-21,1,38.0 ,3.15 
2021-12-21,3,37.7 ,3.26 
2021-12-21,5,38.2 ,3.19 
2021-12-21,7,37.7 ,3.21 
2021-12-21,9,37.6 ,3.19 
2021-12-21,11,38.0 ,3.16 
2021-12-21,13,38.0 ,3.07 
2021-12-21,15,38.6 ,3.03 
2021-12-21,17,38.0 ,3.13 
2021-12-21,19,37.9 ,3.20 
2021-12-21,21,37.7 ,3.22 
2021-12-21,23,37.9 ,3.18 
2021-12-21,25,38.5 ,3.16 
2021-12-21,27,37.8 ,3.11 
2021-12-21,29,37.5 ,3.21 
2021-12-21,31,37.9 ,3.17 
2021-12-21,33,37.8 ,3.11 
2021-12-23,1,39.2 ,3.21 
2021-12-23,3,39.2 ,3.21 
2021-12-23,5,39.2 ,3.37 
2021-12-23,7,38.8 ,3.25 
2021-12-23,9,39.2 ,3.30 
2021-12-23,11,38.8 ,3.10 
2021-12-24,1,38.1 ,3.31 
2021-12-24,3,37.8 ,3.30 
2021-12-24,5,38.2 ,3.53 
2021-12-24,7,38.4 ,3.22 
2021-12-24,9,39.3 ,3.23 
2021-12-24,11,39.6 ,3.14 
2021-12-24,13,38.6 ,3.24 
2021-12-24,15,38.9 ,3.21 
2021-12-24,17,38.2 ,3.21 
2021-12-24,19,38.0 ,3.15 
2021-12-24,21,38.4 ,3.18 
2021-12-24,23,38.6 ,3.15 
2021-12-29,1,39.3 ,3.22 
2021-12-29,3,38.5 ,3.33 
2021-12-29,5,39.2 ,3.26 
2021-12-29,7,38.7 ,3.30 
2021-12-29,9,38.8 ,3.32 
2021-12-29,11,38.0 ,3.30 
2021-12-29,13,38.1 ,3.31 
2021-12-29,15,38.4 ,3.23 
2021-12-29,17,39.4 ,3.24 
